SaanichInlet_10m.342	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__bin127;g__UBA1328;s__
SaanichInlet_10m.370	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__
SaanichInlet_10m.330	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__
SaanichInlet_10m.279	d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;f__UBA10185;g__;s__
SaanichInlet_10m.384	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA11705;f__UBA11705;g__;s__
SaanichInlet_10m.263	d__Bacteria;p__Patescibacteria;c__ABY1;o__Komeilibacterales;f__UBA10009;g__;s__
SaanichInlet_10m.23	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__UBA6164;g__UBA6164;s__
SaanichInlet_10m.176	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__;s__
SaanichInlet_10m.318	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__;s__
SaanichInlet_10m.261	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__BACL25;s__
SaanichInlet_10m.315	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__BACL25;s__
SaanichInlet_10m.238	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__
SaanichInlet_10m.313	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Synechococcus_C;s__
SaanichInlet_10m.322	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__;s__
SaanichInlet_10m.208	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__UBA9320;s__
SaanichInlet_10m.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__
SaanichInlet_10m.294	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__
SaanichInlet_10m.246	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__;s__
SaanichInlet_10m.268	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
SaanichInlet_10m.69	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__
SaanichInlet_10m.112	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__
SaanichInlet_10m.166	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__
SaanichInlet_10m.111	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__
SaanichInlet_10m.388	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__
SaanichInlet_10m.198	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__
SaanichInlet_10m.280	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__
SaanichInlet_10m.289	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__
SaanichInlet_10m.257	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__
SaanichInlet_10m.346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__
SaanichInlet_10m.336	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__
SaanichInlet_10m.70	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__
SaanichInlet_10m.103	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__HC6-5;s__
SaanichInlet_10m.86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__HC6-5;s__
SaanichInlet_10m.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185;s__
SaanichInlet_10m.276	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185;s__
SaanichInlet_10m.296	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
SaanichInlet_10m.332	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
SaanichInlet_10m.43	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
SaanichInlet_10m.62	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
SaanichInlet_10m.67	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
SaanichInlet_10m.78	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__
SaanichInlet_10m.186	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__
SaanichInlet_10m.61	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
SaanichInlet_10m.366	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
SaanichInlet_10m.216	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
SaanichInlet_10m.269	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__
SaanichInlet_10m.185	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-002715885;s__
SaanichInlet_10m.179	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__
SaanichInlet_10m.240	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__
SaanichInlet_10m.305	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__
SaanichInlet_10m.292	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__
SaanichInlet_10m.407	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__
SaanichInlet_10m.233	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__
SaanichInlet_10m.18	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__
SaanichInlet_10m.136	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__
SaanichInlet_10m.234	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__
SaanichInlet_10m.326	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20;s__
SaanichInlet_10m.385	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__
SaanichInlet_10m.359	d__Bacteria;p__Marinisomatota;c__;o__;f__;g__;s__
SaanichInlet_10m.132	d__Bacteria;p__Marinisomatota;c__;o__;f__;g__;s__
SaanichInlet_10m.389	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__;f__;g__;s__
SaanichInlet_10m.281	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA8229;g__;s__
SaanichInlet_10m.213	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA8229;g__;s__
SaanichInlet_10m.142	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA8229;g__;s__
SaanichInlet_10m.59	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA8229;g__;s__
SaanichInlet_10m.42	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__
SaanichInlet_10m.12	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__;s__
SaanichInlet_10m.154	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__
SaanichInlet_10m.30	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__
SaanichInlet_10m.339	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__;g__;s__
SaanichInlet_10m.90	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__
SaanichInlet_10m.398	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__BACL24;s__
SaanichInlet_10m.85	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__
SaanichInlet_10m.306	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__
SaanichInlet_10m.402	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__;g__;s__
SaanichInlet_10m.333	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__RVW-14;g__;s__
SaanichInlet_10m.301	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__;g__;s__
SaanichInlet_10m.397	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__;s__
SaanichInlet_10m.358	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__
SaanichInlet_10m.368	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__LS-NOB;s__
SaanichInlet_10m.242	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__
SaanichInlet_10m.286	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__
SaanichInlet_10m.354	d__Bacteria;p__SAR324;c__SAR324;o__XYD2-FULL-50-16;f__XYD2-FULL-50-16;g__;s__
SaanichInlet_10m.100	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
SaanichInlet_10m.140	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
SaanichInlet_10m.119	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__
SaanichInlet_10m.116	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__HIMB59;g__HIMB59;s__
SaanichInlet_10m.58	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__;s__
SaanichInlet_10m.266	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__Puniceispirillum;s__
SaanichInlet_10m.221	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__;s__
SaanichInlet_10m.155	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__TMED25;s__
SaanichInlet_10m.192	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__;s__
SaanichInlet_10m.33	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__
SaanichInlet_10m.235	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__;s__
SaanichInlet_10m.120	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__;s__
SaanichInlet_10m.65	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktotalea;s__
SaanichInlet_10m.84	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__
SaanichInlet_10m.262	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__
SaanichInlet_10m.247	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__
SaanichInlet_10m.293	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__;s__
SaanichInlet_10m.316	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__
SaanichInlet_10m.41	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Nisaeales;f__Nisaeaceae;g__UBA7326;s__
SaanichInlet_10m.378	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__2-02-FULL-58-16;g__;s__
SaanichInlet_10m.295	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__;s__
SaanichInlet_10m.40	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__
SaanichInlet_10m.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__
SaanichInlet_10m.197	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__
SaanichInlet_10m.177	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__
SaanichInlet_10m.63	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__
SaanichInlet_10m.148	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__;s__
SaanichInlet_10m.24	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__
SaanichInlet_10m.386	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__
SaanichInlet_10m.34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__Thioglobus;s__
SaanichInlet_10m.227	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__;s__
SaanichInlet_10m.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__BACL14;s__
SaanichInlet_10m.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__BACL14;s__
SaanichInlet_10m.114	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-40;g__UBA3031;s__
SaanichInlet_10m.259	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-40;g__UBA3031;s__
SaanichInlet_10m.56	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__
SaanichInlet_10m.52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__
SaanichInlet_10m.190	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__;s__
SaanichInlet_10m.299	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__
SaanichInlet_10m.331	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__OM182;s__
SaanichInlet_10m.219	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
SaanichInlet_10m.68	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__
SaanichInlet_10m.353	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
SaanichInlet_10m.218	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
SaanichInlet_10m.183	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
SaanichInlet_10m.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
SaanichInlet_10m.104	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
SaanichInlet_10m.265	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7434;g__UBA7434;s__
SaanichInlet_10m.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7434;g__UBA7434;s__
SaanichInlet_10m.271	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__
SaanichInlet_10m.369	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__
SaanichInlet_10m.81	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__
SaanichInlet_10m.141	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__
